title,url,price,location,beds,baths,type,posted,agent,featured
"Commercial Space/Villa Rent in Sinamangal, Lalitpur",https://nepalpropertybazaar.com/property/commercial-space-villa-rent-in-sinamangal-lalitpur-519/,"Rs87,000/Month","Sinamangal, Lalitpur, Bagamati Province, 44677, Nepal",Beds:10,Baths:3,Commercial,16 hours ago,RealEstate-Nepal,False
"8 BHK House Rent in Nayabazar, Bhaktapur",https://nepalpropertybazaar.com/property/8-bhk-house-rent-in-nayabazar-bhaktapur-629/,"Rs151,500/Month","Nayabazar, Bhaktapur, Bagmati Province, 44705, Nepal",Beds:8,Baths:5,House,27 hours ago,Hamro-Ghar,False
"Commercial Space/Villa Rent in Lazimpat, Lalitpur",https://nepalpropertybazaar.com/property/commercial-space-villa-rent-in-lazimpat-lalitpur-969/,"Rs409,000/Month","Lazimpat, Lalitpur, Bagamati Province, 44686, Nepal",Beds:9,Baths:1,Villa,3 hours ago,Hamro-Ghar,False
"Room Rent in Thamel, Bhaktapur",https://nepalpropertybazaar.com/property/room-rent-in-thamel-bhaktapur-117/,"Rs6,500/Month","Thamel, Bhaktapur, Bagmati Province, 44670, Nepal",Bed:1,Bath:1,Room,9 hours ago,Hamro-Ghar,False
"4BHK Flat Rent in Thimi, Kathmandu",https://nepalpropertybazaar.com/property/4bhk-flat-rent-in-thimi-kathmandu-302/,"Rs31,500/Month","Thimi, Kathmandu, Bagamati Province, 44699, Nepal",Beds:4,Baths:2,Flat / Apartment,27 hours ago,Hamro-Ghar,False
"3BHK Flat Rent in Gothatar, Kathmandu",https://nepalpropertybazaar.com/property/3bhk-flat-rent-in-gothatar-kathmandu-489/,"Rs15,000/Month","Gothatar, Kathmandu, Bagmati Province, 44677, Nepal",Beds:3,Bath:1,Flat / Apartment,23 hours ago,RealEstate-Nepal,True
"Commercial Space/Villa Rent in Gairidhara, Bhaktapur",https://nepalpropertybazaar.com/property/commercial-space-villa-rent-in-gairidhara-bhaktapur-365/,"Rs127,500/Month","Gairidhara, Bhaktapur, Bagamati Province, 44645, Nepal",Beds:9,Baths:3,Villa,28 days ago,Hamro-Ghar,True
"Room Rent in Tokha, Bhaktapur",https://nepalpropertybazaar.com/property/room-rent-in-tokha-bhaktapur-928/,"Rs5,500/Month","Tokha, Bhaktapur, Bagmati Province, 44790, Nepal",Bed:1,Bath:1,Room,12 hours ago,Hamro-Ghar,False
"3BHK Flat Rent in Patan, Kathmandu",https://nepalpropertybazaar.com/property/3bhk-flat-rent-in-patan-kathmandu-271/,"Rs29,000/Month","Patan, Kathmandu, Bagamati Province, 44784, Nepal",Beds:3,Baths:2,Flat / Apartment,15 hours ago,Hamro-Ghar,True
"8 BHK House Rent in Mahankal, Lalitpur",https://nepalpropertybazaar.com/property/8-bhk-house-rent-in-mahankal-lalitpur-296/,"Rs189,500/Month","Mahankal, Lalitpur, Bagmati Province, 44711, Nepal",Beds:8,Baths:4,House,18 days ago,RealEstate-Nepal,False
"Room Rent in Dhobighat, Lalitpur",https://nepalpropertybazaar.com/property/room-rent-in-dhobighat-lalitpur-556/,"Rs9,000/Month","Dhobighat, Lalitpur, Bagmati Province, 44770, Nepal",Bed:1,Bath:1,Room,16 hours ago,NPB-Rent,True
"Commercial Space/Villa Rent in Naxal, Bhaktapur",https://nepalpropertybazaar.com/property/commercial-space-villa-rent-in-naxal-bhaktapur-434/,"Rs388,500/Month","Naxal, Bhaktapur, Bagmati Province, 44605, Nepal",Beds:10,Baths:4,Villa,21 hours ago,NPB-Rent,True
"Commercial Space/Villa Rent in Chabahil, Kathmandu",https://nepalpropertybazaar.com/property/commercial-space-villa-rent-in-chabahil-kathmandu-951/,"Rs289,000/Month","Chabahil, Kathmandu, Bagamati Province, 44672, Nepal",Beds:5,Baths:3,Commercial,5 days ago,NPB-Rent,False
"Room Rent in Battisputali, Lalitpur",https://nepalpropertybazaar.com/property/room-rent-in-battisputali-lalitpur-973/,"Rs12,000/Month","Battisputali, Lalitpur, Bagamati Province, 44687, Nepal",Bed:1,Bath:1,Room,3 days ago,NPB-Rent,False
"Commercial Space/Villa Rent in Baneshwor, Bhaktapur",https://nepalpropertybazaar.com/property/commercial-space-villa-rent-in-baneshwor-bhaktapur-489/,"Rs343,500/Month","Baneshwor, Bhaktapur, Bagmati Province, 44783, Nepal",Beds:9,Baths:4,Commercial,4 days ago,Nepal-Property-Hub,True
"7 BHK House Rent in Tokha, Bhaktapur",https://nepalpropertybazaar.com/property/7-bhk-house-rent-in-tokha-bhaktapur-378/,"Rs66,000/Month","Tokha, Bhaktapur, Bagamati Province, 44636, Nepal",Beds:7,Baths:2,House,10 days ago,Nepal-Property-Hub,True
"Commercial Space/Villa Rent in Gothatar, Bhaktapur",https://nepalpropertybazaar.com/property/commercial-space-villa-rent-in-gothatar-bhaktapur-552/,"Rs174,000/Month","Gothatar, Bhaktapur, Bagamati Province, 44723, Nepal",Beds:2,Baths:4,Commercial,7 days ago,RealEstate-Nepal,True
"7 BHK House Rent in Basundhara, Lalitpur",https://nepalpropertybazaar.com/property/7-bhk-house-rent-in-basundhara-lalitpur-994/,"Rs154,500/Month","Basundhara, Lalitpur, Bagmati Province, 44665, Nepal",Beds:7,Baths:4,House,21 days ago,Hamro-Ghar,False
"Room Rent in Sinamangal, Kathmandu",https://nepalpropertybazaar.com/property/room-rent-in-sinamangal-kathmandu-389/,"Rs8,500/Month","Sinamangal, Kathmandu, Bagmati Province, 44790, Nepal",Bed:1,Bath:1,Room,16 hours ago,NPB-Rent,True
"Commercial Space/Villa Rent in Balaju, Lalitpur",https://nepalpropertybazaar.com/property/commercial-space-villa-rent-in-balaju-lalitpur-666/,"Rs56,000/Month","Balaju, Lalitpur, Bagamati Province, 44781, Nepal",Beds:9,Baths:2,Villa,15 days ago,RealEstate-Nepal,True
"Commercial Space/Villa Rent in Dhobighat, Lalitpur",https://nepalpropertybazaar.com/property/commercial-space-villa-rent-in-dhobighat-lalitpur-487/,"Rs272,000/Month","Dhobighat, Lalitpur, Bagamati Province, 44702, Nepal",Beds:5,Baths:3,Villa,12 days ago,RealEstate-Nepal,True
"Room Rent in Gothatar, Bhaktapur",https://nepalpropertybazaar.com/property/room-rent-in-gothatar-bhaktapur-253/,"Rs12,500/Month","Gothatar, Bhaktapur, Bagmati Province, 44748, Nepal",Bed:1,Bath:1,Room,4 hours ago,NPB-Rent,True
"Commercial Space/Villa Rent in Tokha, Kathmandu",https://nepalpropertybazaar.com/property/commercial-space-villa-rent-in-tokha-kathmandu-220/,"Rs488,500/Month","Tokha, Kathmandu, Bagamati Province, 44664, Nepal",Beds:8,Baths:4,Villa,9 days ago,Hamro-Ghar,True
"3 BHK House Rent in Budhanilkantha, Kathmandu",https://nepalpropertybazaar.com/property/3-bhk-house-rent-in-budhanilkantha-kathmandu-343/,"Rs184,500/Month","Budhanilkantha, Kathmandu, Bagmati Province, 44695, Nepal",Beds:3,Baths:5,House,9 days ago,Hamro-Ghar,False
"Room Rent in Budhanilkantha, Kathmandu",https://nepalpropertybazaar.com/property/room-rent-in-budhanilkantha-kathmandu-824/,"Rs12,000/Month","Budhanilkantha, Kathmandu, Bagmati Province, 44637, Nepal",Bed:1,Bath:1,Room,14 hours ago,Nepal-Property-Hub,False
"Commercial Space/Villa Rent in Thamel, Bhaktapur",https://nepalpropertybazaar.com/property/commercial-space-villa-rent-in-thamel-bhaktapur-524/,"Rs337,500/Month","Thamel, Bhaktapur, Bagamati Province, 44690, Nepal",Beds:6,Baths:1,Commercial,14 hours ago,Hamro-Ghar,False
"1BHK Flat Rent in Kalanki, Lalitpur",https://nepalpropertybazaar.com/property/1bhk-flat-rent-in-kalanki-lalitpur-164/,"Rs44,000/Month","Kalanki, Lalitpur, Bagamati Province, 44617, Nepal",Bed:1,Baths:2,Flat / Apartment,18 days ago,Nepal-Property-Hub,False
"Commercial Space/Villa Rent in Boudha, Kathmandu",https://nepalpropertybazaar.com/property/commercial-space-villa-rent-in-boudha-kathmandu-381/,"Rs498,500/Month","Boudha, Kathmandu, Bagamati Province, 44692, Nepal",Beds:6,Baths:1,Commercial,14 days ago,Nepal-Property-Hub,False
"1BHK Flat Rent in Suryabinayak, Kathmandu",https://nepalpropertybazaar.com/property/1bhk-flat-rent-in-suryabinayak-kathmandu-915/,"Rs48,500/Month","Suryabinayak, Kathmandu, Bagmati Province, 44761, Nepal",Bed:1,Bath:1,Flat / Apartment,3 days ago,Nepal-Property-Hub,False
"Commercial Space/Villa Rent in Lazimpat, Kathmandu",https://nepalpropertybazaar.com/property/commercial-space-villa-rent-in-lazimpat-kathmandu-514/,"Rs259,500/Month","Lazimpat, Kathmandu, Bagamati Province, 44776, Nepal",Beds:8,Baths:1,Commercial,16 hours ago,Nepal-Property-Hub,True
"8 BHK House Rent in Lubhu, Bhaktapur",https://nepalpropertybazaar.com/property/8-bhk-house-rent-in-lubhu-bhaktapur-364/,"Rs138,500/Month","Lubhu, Bhaktapur, Bagmati Province, 44710, Nepal",Beds:8,Baths:2,House,16 days ago,Nepal-Property-Hub,True
"Commercial Space/Villa Rent in Mulpani, Bhaktapur",https://nepalpropertybazaar.com/property/commercial-space-villa-rent-in-mulpani-bhaktapur-123/,"Rs245,500/Month","Mulpani, Bhaktapur, Bagamati Province, 44759, Nepal",Beds:2,Baths:1,Commercial,15 days ago,RealEstate-Nepal,False
"Room Rent in Koteshwor, Kathmandu",https://nepalpropertybazaar.com/property/room-rent-in-koteshwor-kathmandu-449/,"Rs8,500/Month","Koteshwor, Kathmandu, Bagmati Province, 44669, Nepal",Bed:1,Bath:1,Room,4 days ago,NPB-Rent,True
"Room Rent in Koteshwor, Bhaktapur",https://nepalpropertybazaar.com/property/room-rent-in-koteshwor-bhaktapur-812/,"Rs6,000/Month","Koteshwor, Bhaktapur, Bagmati Province, 44797, Nepal",Bed:1,Bath:1,Room,9 days ago,RealEstate-Nepal,True
"Commercial Space/Villa Rent in Mulpani, Bhaktapur",https://nepalpropertybazaar.com/property/commercial-space-villa-rent-in-mulpani-bhaktapur-412/,"Rs303,500/Month","Mulpani, Bhaktapur, Bagamati Province, 44753, Nepal",Beds:3,Baths:1,Commercial,7 hours ago,NPB-Rent,False
"3BHK Flat Rent in Gairidhara, Kathmandu",https://nepalpropertybazaar.com/property/3bhk-flat-rent-in-gairidhara-kathmandu-916/,"Rs32,000/Month","Gairidhara, Kathmandu, Bagmati Province, 44604, Nepal",Beds:3,Bath:1,Flat / Apartment,5 days ago,Nepal-Property-Hub,False
"3BHK Flat Rent in Basundhara, Lalitpur",https://nepalpropertybazaar.com/property/3bhk-flat-rent-in-basundhara-lalitpur-388/,"Rs36,500/Month","Basundhara, Lalitpur, Bagamati Province, 44693, Nepal",Beds:3,Baths:3,Flat / Apartment,24 days ago,Nepal-Property-Hub,False
"Commercial Space/Villa Rent in Gothatar, Lalitpur",https://nepalpropertybazaar.com/property/commercial-space-villa-rent-in-gothatar-lalitpur-361/,"Rs104,000/Month","Gothatar, Lalitpur, Bagamati Province, 44629, Nepal",Beds:10,Baths:1,Commercial,25 days ago,RealEstate-Nepal,False
"Commercial Space/Villa Rent in Baneshwor, Bhaktapur",https://nepalpropertybazaar.com/property/commercial-space-villa-rent-in-baneshwor-bhaktapur-649/,"Rs283,500/Month","Baneshwor, Bhaktapur, Bagmati Province, 44651, Nepal",Beds:6,Baths:3,Commercial,12 hours ago,Nepal-Property-Hub,True
"3 BHK House Rent in Thamel, Kathmandu",https://nepalpropertybazaar.com/property/3-bhk-house-rent-in-thamel-kathmandu-100/,"Rs126,500/Month","Thamel, Kathmandu, Bagmati Province, 44604, Nepal",Beds:3,Baths:4,House,11 hours ago,RealEstate-Nepal,False
"Commercial Space/Villa Rent in Maharajgunj, Bhaktapur",https://nepalpropertybazaar.com/property/commercial-space-villa-rent-in-maharajgunj-bhaktapur-584/,"Rs253,000/Month","Maharajgunj, Bhaktapur, Bagmati Province, 44762, Nepal",Beds:3,Baths:2,Commercial,17 days ago,Hamro-Ghar,True
"Room Rent in Sinamangal, Kathmandu",https://nepalpropertybazaar.com/property/room-rent-in-sinamangal-kathmandu-411/,"Rs12,000/Month","Sinamangal, Kathmandu, Bagmati Province, 44647, Nepal",Bed:1,Bath:1,Room,13 days ago,Hamro-Ghar,False
"Commercial Space/Villa Rent in Suryabinayak, Kathmandu",https://nepalpropertybazaar.com/property/commercial-space-villa-rent-in-suryabinayak-kathmandu-393/,"Rs96,500/Month","Suryabinayak, Kathmandu, Bagmati Province, 44654, Nepal",Beds:3,Baths:2,Villa,27 hours ago,NPB-Rent,True
"Room Rent in Dhobighat, Kathmandu",https://nepalpropertybazaar.com/property/room-rent-in-dhobighat-kathmandu-649/,"Rs11,500/Month","Dhobighat, Kathmandu, Bagamati Province, 44751, Nepal",Bed:1,Bath:1,Room,24 hours ago,RealEstate-Nepal,False
"Commercial Space/Villa Rent in Jhamsikhel, Bhaktapur",https://nepalpropertybazaar.com/property/commercial-space-villa-rent-in-jhamsikhel-bhaktapur-895/,"Rs214,500/Month","Jhamsikhel, Bhaktapur, Bagamati Province, 44677, Nepal",Beds:9,Baths:4,Villa,6 hours ago,NPB-Rent,False
"Room Rent in Boudha, Lalitpur",https://nepalpropertybazaar.com/property/room-rent-in-boudha-lalitpur-144/,"Rs5,500/Month","Boudha, Lalitpur, Bagamati Province, 44712, Nepal",Bed:1,Bath:1,Room,14 hours ago,Nepal-Property-Hub,True
"Commercial Space/Villa Rent in Dhumbarahi, Bhaktapur",https://nepalpropertybazaar.com/property/commercial-space-villa-rent-in-dhumbarahi-bhaktapur-786/,"Rs123,500/Month","Dhumbarahi, Bhaktapur, Bagmati Province, 44789, Nepal",Beds:2,Baths:1,Commercial,7 days ago,NPB-Rent,False
"Commercial Space/Villa Rent in Mandikhatar, Lalitpur",https://nepalpropertybazaar.com/property/commercial-space-villa-rent-in-mandikhatar-lalitpur-799/,"Rs151,500/Month","Mandikhatar, Lalitpur, Bagamati Province, 44622, Nepal",Beds:5,Baths:4,Villa,28 hours ago,Hamro-Ghar,True
"Commercial Space/Villa Rent in Koteshwor, Kathmandu",https://nepalpropertybazaar.com/property/commercial-space-villa-rent-in-koteshwor-kathmandu-371/,"Rs78,000/Month","Koteshwor, Kathmandu, Bagamati Province, 44686, Nepal",Beds:3,Baths:2,Commercial,21 hours ago,NPB-Rent,True
"Commercial Space/Villa Rent in Lubhu, Kathmandu",https://nepalpropertybazaar.com/property/commercial-space-villa-rent-in-lubhu-kathmandu-745/,"Rs56,500/Month","Lubhu, Kathmandu, Bagamati Province, 44741, Nepal",Beds:7,Baths:4,Villa,27 hours ago,Hamro-Ghar,False
"Commercial Space/Villa Rent in Chabahil, Kathmandu",https://nepalpropertybazaar.com/property/commercial-space-villa-rent-in-chabahil-kathmandu-494/,"Rs232,000/Month","Chabahil, Kathmandu, Bagmati Province, 44787, Nepal",Beds:2,Baths:4,Commercial,8 hours ago,RealEstate-Nepal,True
"1BHK Flat Rent in Boudha, Lalitpur",https://nepalpropertybazaar.com/property/1bhk-flat-rent-in-boudha-lalitpur-633/,"Rs33,500/Month","Boudha, Lalitpur, Bagamati Province, 44680, Nepal",Bed:1,Bath:1,Flat / Apartment,18 days ago,NPB-Rent,False
"7 BHK House Rent in Thimi, Lalitpur",https://nepalpropertybazaar.com/property/7-bhk-house-rent-in-thimi-lalitpur-667/,"Rs148,000/Month","Thimi, Lalitpur, Bagmati Province, 44712, Nepal",Beds:7,Baths:2,House,14 hours ago,RealEstate-Nepal,True
"4 BHK House Rent in Koteshwor, Kathmandu",https://nepalpropertybazaar.com/property/4-bhk-house-rent-in-koteshwor-kathmandu-858/,"Rs88,500/Month","Koteshwor, Kathmandu, Bagamati Province, 44706, Nepal",Beds:4,Baths:4,House,16 hours ago,Hamro-Ghar,True
"4BHK Flat Rent in Balkhu, Lalitpur",https://nepalpropertybazaar.com/property/4bhk-flat-rent-in-balkhu-lalitpur-679/,"Rs53,000/Month","Balkhu, Lalitpur, Bagamati Province, 44735, Nepal",Beds:4,Baths:3,Flat / Apartment,9 days ago,Nepal-Property-Hub,True
"Commercial Space/Villa Rent in Balkhu, Lalitpur",https://nepalpropertybazaar.com/property/commercial-space-villa-rent-in-balkhu-lalitpur-758/,"Rs461,500/Month","Balkhu, Lalitpur, Bagamati Province, 44648, Nepal",Beds:10,Baths:4,Commercial,25 hours ago,RealEstate-Nepal,True
"Commercial Space/Villa Rent in Baneshwor, Bhaktapur",https://nepalpropertybazaar.com/property/commercial-space-villa-rent-in-baneshwor-bhaktapur-558/,"Rs102,500/Month","Baneshwor, Bhaktapur, Bagamati Province, 44713, Nepal",Beds:4,Baths:2,Villa,30 days ago,Nepal-Property-Hub,False
"Room Rent in Lubhu, Lalitpur",https://nepalpropertybazaar.com/property/room-rent-in-lubhu-lalitpur-733/,"Rs12,000/Month","Lubhu, Lalitpur, Bagamati Province, 44623, Nepal",Bed:1,Bath:1,Room,19 days ago,Hamro-Ghar,False
"2BHK Flat Rent in Sanepa, Bhaktapur",https://nepalpropertybazaar.com/property/2bhk-flat-rent-in-sanepa-bhaktapur-221/,"Rs33,000/Month","Sanepa, Bhaktapur, Bagmati Province, 44732, Nepal",Beds:2,Bath:1,Flat / Apartment,21 hours ago,RealEstate-Nepal,False
"Commercial Space/Villa Rent in Gongabu, Bhaktapur",https://nepalpropertybazaar.com/property/commercial-space-villa-rent-in-gongabu-bhaktapur-573/,"Rs496,500/Month","Gongabu, Bhaktapur, Bagamati Province, 44765, Nepal",Beds:4,Baths:3,Commercial,24 days ago,RealEstate-Nepal,False
"Commercial Space/Villa Rent in Gongabu, Bhaktapur",https://nepalpropertybazaar.com/property/commercial-space-villa-rent-in-gongabu-bhaktapur-394/,"Rs375,000/Month","Gongabu, Bhaktapur, Bagmati Province, 44638, Nepal",Beds:7,Baths:3,Commercial,28 days ago,Hamro-Ghar,True
"4BHK Flat Rent in Sitapaila, Lalitpur",https://nepalpropertybazaar.com/property/4bhk-flat-rent-in-sitapaila-lalitpur-846/,"Rs17,500/Month","Sitapaila, Lalitpur, Bagmati Province, 44622, Nepal",Beds:4,Baths:2,Flat / Apartment,23 hours ago,RealEstate-Nepal,False
"7 BHK House Rent in Patan, Lalitpur",https://nepalpropertybazaar.com/property/7-bhk-house-rent-in-patan-lalitpur-369/,"Rs58,000/Month","Patan, Lalitpur, Bagamati Province, 44605, Nepal",Beds:7,Baths:4,House,1 hours ago,RealEstate-Nepal,False
"4BHK Flat Rent in Mahankal, Kathmandu",https://nepalpropertybazaar.com/property/4bhk-flat-rent-in-mahankal-kathmandu-596/,"Rs56,000/Month","Mahankal, Kathmandu, Bagamati Province, 44731, Nepal",Beds:4,Bath:1,Flat / Apartment,25 days ago,Nepal-Property-Hub,False
"6 BHK House Rent in Thamel, Lalitpur",https://nepalpropertybazaar.com/property/6-bhk-house-rent-in-thamel-lalitpur-882/,"Rs91,000/Month","Thamel, Lalitpur, Bagamati Province, 44792, Nepal",Beds:6,Baths:3,House,28 days ago,Nepal-Property-Hub,False
"Room Rent in Nakhu, Kathmandu",https://nepalpropertybazaar.com/property/room-rent-in-nakhu-kathmandu-488/,"Rs7,000/Month","Nakhu, Kathmandu, Bagmati Province, 44710, Nepal",Bed:1,Bath:1,Room,12 hours ago,Hamro-Ghar,False
"1BHK Flat Rent in Sitapaila, Bhaktapur",https://nepalpropertybazaar.com/property/1bhk-flat-rent-in-sitapaila-bhaktapur-601/,"Rs50,500/Month","Sitapaila, Bhaktapur, Bagamati Province, 44699, Nepal",Bed:1,Baths:3,Flat / Apartment,13 hours ago,RealEstate-Nepal,False
"4BHK Flat Rent in Kalanki, Bhaktapur",https://nepalpropertybazaar.com/property/4bhk-flat-rent-in-kalanki-bhaktapur-498/,"Rs15,500/Month","Kalanki, Bhaktapur, Bagmati Province, 44695, Nepal",Beds:4,Baths:2,Flat / Apartment,2 hours ago,NPB-Rent,True
"2BHK Flat Rent in Battisputali, Bhaktapur",https://nepalpropertybazaar.com/property/2bhk-flat-rent-in-battisputali-bhaktapur-340/,"Rs39,500/Month","Battisputali, Bhaktapur, Bagmati Province, 44728, Nepal",Beds:2,Baths:3,Flat / Apartment,12 days ago,Hamro-Ghar,False
"Commercial Space/Villa Rent in Kapan, Bhaktapur",https://nepalpropertybazaar.com/property/commercial-space-villa-rent-in-kapan-bhaktapur-952/,"Rs228,000/Month","Kapan, Bhaktapur, Bagmati Province, 44622, Nepal",Beds:9,Baths:3,Commercial,11 days ago,Hamro-Ghar,True
"Room Rent in Boudha, Bhaktapur",https://nepalpropertybazaar.com/property/room-rent-in-boudha-bhaktapur-779/,"Rs10,500/Month","Boudha, Bhaktapur, Bagmati Province, 44794, Nepal",Bed:1,Bath:1,Room,12 hours ago,Hamro-Ghar,True
"6 BHK House Rent in Kalanki, Lalitpur",https://nepalpropertybazaar.com/property/6-bhk-house-rent-in-kalanki-lalitpur-101/,"Rs73,500/Month","Kalanki, Lalitpur, Bagmati Province, 44793, Nepal",Beds:6,Baths:4,House,22 hours ago,RealEstate-Nepal,False
"Room Rent in Thimi, Kathmandu",https://nepalpropertybazaar.com/property/room-rent-in-thimi-kathmandu-379/,"Rs9,500/Month","Thimi, Kathmandu, Bagamati Province, 44638, Nepal",Bed:1,Bath:1,Room,4 days ago,NPB-Rent,False
"4BHK Flat Rent in Sitapaila, Kathmandu",https://nepalpropertybazaar.com/property/4bhk-flat-rent-in-sitapaila-kathmandu-133/,"Rs52,000/Month","Sitapaila, Kathmandu, Bagmati Province, 44794, Nepal",Beds:4,Baths:3,Flat / Apartment,24 hours ago,RealEstate-Nepal,False
"7 BHK House Rent in Imadol, Kathmandu",https://nepalpropertybazaar.com/property/7-bhk-house-rent-in-imadol-kathmandu-941/,"Rs85,500/Month","Imadol, Kathmandu, Bagmati Province, 44742, Nepal",Beds:7,Baths:5,House,19 hours ago,RealEstate-Nepal,False
"Room Rent in Budhanilkantha, Kathmandu",https://nepalpropertybazaar.com/property/room-rent-in-budhanilkantha-kathmandu-990/,"Rs7,500/Month","Budhanilkantha, Kathmandu, Bagamati Province, 44627, Nepal",Bed:1,Bath:1,Room,28 days ago,Hamro-Ghar,True
"Room Rent in Jorpati, Bhaktapur",https://nepalpropertybazaar.com/property/room-rent-in-jorpati-bhaktapur-901/,"Rs10,000/Month","Jorpati, Bhaktapur, Bagamati Province, 44713, Nepal",Bed:1,Bath:1,Room,22 days ago,Nepal-Property-Hub,False
"Room Rent in Gairidhara, Lalitpur",https://nepalpropertybazaar.com/property/room-rent-in-gairidhara-lalitpur-919/,"Rs8,000/Month","Gairidhara, Lalitpur, Bagmati Province, 44767, Nepal",Bed:1,Bath:1,Room,10 days ago,RealEstate-Nepal,False
"Room Rent in Balkhu, Lalitpur",https://nepalpropertybazaar.com/property/room-rent-in-balkhu-lalitpur-346/,"Rs8,500/Month","Balkhu, Lalitpur, Bagmati Province, 44733, Nepal",Bed:1,Bath:1,Room,3 days ago,Hamro-Ghar,False
"Commercial Space/Villa Rent in Battisputali, Bhaktapur",https://nepalpropertybazaar.com/property/commercial-space-villa-rent-in-battisputali-bhaktapur-795/,"Rs46,000/Month","Battisputali, Bhaktapur, Bagmati Province, 44658, Nepal",Beds:9,Baths:4,Villa,9 days ago,Hamro-Ghar,False
