title,url,price,location,beds,baths,type,posted,agent,featured,posted_days,district,municipality,bhk_from_title,type_from_title,semi_furnished,fully_furnished,brand_new,private_gate
"2BHK Flat Rent in Micro bus station, Araniko Highway, Bhaktapur",https://nepalpropertybazaar.com/property/synthetic-287/,33000,"Micro bus station, Araniko Highway, Balkumari, Madhyapur Thimi-04, Madhyapur Thimi, Madhyapur Thimi Municipality, Bhaktapur, Bagamati Province, 44811, Nepal",2,2,flat,9 days ago,NPB-Rent-Synthetic,True,9,Bhaktapur,Araniko Highway,2,flat,1,0,1,0
"2BHK Commercial Rent in Dhapakhel, Lalitpur, Lalitpur",https://nepalpropertybazaar.com/property/synthetic-288/,30000,"Dhapakhel, Lalitpur-24, Lalitpur, Lalitpur Metropolitan City, Lalitpur, Bagmati Province, 41700, Nepal",2,2,commercial,6 days ago,NPB-Rent-Synthetic,False,6,Lalitpur,Lalitpur,2,commercial,1,0,0,0
"1BHK Flat Rent in Chabahil Futsal, Saraswati Nagar Marga, Kathmandu",https://nepalpropertybazaar.com/property/synthetic-289/,24500,"Chabahil Futsal, Saraswati Nagar Marga, Saraswati Nagar, Baudha, Kathmandu-07, Kathmandu, Kathmandu Metropolitan City, Kathmandu, Bagmati Province, 44602, Nepal",1,2,flat,2 days ago,NPB-Rent-Synthetic,False,2,Kathmandu,Saraswati Nagar Marga,1,flat,0,0,0,1
"3BHK Flat Rent in Balkot, Balkot-Biruwa Road, Bhaktapur",https://nepalpropertybazaar.com/property/synthetic-290/,47000,"Balkot, Balkot-Biruwa Road, Suryabinayak-02, Sirutar, Suryabinayak Municipality, Bhaktapur, Bagamati Province, 44708, Nepal",3,1,flat,54 days ago,NPB-Rent-Synthetic,True,54,Bhaktapur,Balkot-Biruwa Road,3,flat,0,0,0,0
"1BHK Room Rent in Micro bus station, Araniko Highway, Bhaktapur",https://nepalpropertybazaar.com/property/synthetic-291/,7500,"Micro bus station, Araniko Highway, Balkumari, Madhyapur Thimi-04, Madhyapur Thimi, Madhyapur Thimi Municipality, Bhaktapur, Bagamati Province, 44811, Nepal",1,1,room,42 days ago,NPB-Rent-Synthetic,True,42,Bhaktapur,Araniko Highway,1,room,0,0,0,0
"1BHK Flat Rent in kausaltar, Araniko Highway, Bhaktapur",https://nepalpropertybazaar.com/property/synthetic-292/,21000,"kausaltar, Araniko Highway, sachet marga tole, Kaushaltar, Madhyapur Thimi-02, Madhyapur Thimi, Madhyapur Thimi Municipality, Bhaktapur, Bagamati Province, 44810, Nepal",1,1,flat,31 days ago,NPB-Rent-Synthetic,False,31,Bhaktapur,Araniko Highway,1,flat,0,0,0,0
"2BHK Flat Rent in Satdobato, Tutepani, Lalitpur",https://nepalpropertybazaar.com/property/synthetic-293/,23000,"Satdobato, Tutepani, Lalitpur-15, Lalitpur, Lalitpur Metropolitan City, Lalitpur, Bagamati Province, 44702, Nepal",2,1,flat,39 days ago,NPB-Rent-Synthetic,False,39,Lalitpur,Tutepani,2,flat,1,0,0,0
"2BHK Flat Rent in Basantapur Durbar Square, Makkhan Tol, Kathmandu",https://nepalpropertybazaar.com/property/synthetic-294/,21000,"Basantapur Durbar Square, Makkhan Tol, Yetkha, Kathmandu-24, Kathmandu Metropolitan City, Kathmandu, Bagamati Province, Nepal",2,1,flat,54 days ago,NPB-Rent-Synthetic,True,54,Kathmandu,Makkhan Tol,2,flat,1,0,1,1
"3BHK Flat Rent in Jhamsikhel, Dhobighat, Lalitpur",https://nepalpropertybazaar.com/property/synthetic-295/,47000,"Jhamsikhel, Dhobighat, Lalitpur-03, Lalitpur, Lalitpur Metropolitan City, Lalitpur, Bagmati Province, 44690, Nepal",3,1,flat,37 days ago,NPB-Rent-Synthetic,False,37,Lalitpur,Dhobighat,3,flat,1,0,0,0
"3BHK Flat Rent in Lazimpat, Kathmandu, Kathmandu",https://nepalpropertybazaar.com/property/synthetic-296/,37500,"Lazimpat, Kathmandu-02, Kathmandu, Kathmandu Metropolitan City, Kathmandu, Bagmati Province, 14600, Nepal",3,1,flat,14 days ago,NPB-Rent-Synthetic,False,14,Kathmandu,Kathmandu,3,flat,0,0,0,0
"2BHK Flat Rent in Dhungedhara, Kathmandu, Kathmandu",https://nepalpropertybazaar.com/property/synthetic-297/,21000,"Dhungedhara, Kathmandu-16, Kathmandu Metropolitan City, Kathmandu, Bagamati Province, 20356, Nepal",2,2,flat,37 days ago,NPB-Rent-Synthetic,False,37,Kathmandu,Kathmandu,2,flat,0,0,0,0
"1BHK Flat Rent in Jhamsikhel, Dhobighat, Lalitpur",https://nepalpropertybazaar.com/property/synthetic-298/,12500,"Jhamsikhel, Dhobighat, Lalitpur-03, Lalitpur, Lalitpur Metropolitan City, Lalitpur, Bagmati Province, 44690, Nepal",1,1,flat,16 days ago,NPB-Rent-Synthetic,True,16,Lalitpur,Dhobighat,1,flat,0,0,0,1
"2BHK Flat Rent in Tokha, Tokha, Kathmandu",https://nepalpropertybazaar.com/property/synthetic-299/,27500,"Tokha, Tokha Municipality, Kathmandu, Bagamati Province, 44606, Nepal",2,1,flat,23 days ago,NPB-Rent-Synthetic,True,23,Kathmandu,Tokha,2,flat,0,0,0,1
"2BHK Flat Rent in Chabahil Futsal, Saraswati Nagar Marga, Kathmandu",https://nepalpropertybazaar.com/property/synthetic-300/,26500,"Chabahil Futsal, Saraswati Nagar Marga, Saraswati Nagar, Baudha, Kathmandu-07, Kathmandu, Kathmandu Metropolitan City, Kathmandu, Bagmati Province, 44602, Nepal",2,1,flat,10 days ago,NPB-Rent-Synthetic,True,10,Kathmandu,Saraswati Nagar Marga,2,flat,0,0,0,0
"2BHK Flat Rent in Lazimpat, Kathmandu, Kathmandu",https://nepalpropertybazaar.com/property/synthetic-301/,26500,"Lazimpat, Kathmandu-02, Kathmandu, Kathmandu Metropolitan City, Kathmandu, Bagmati Province, 14600, Nepal",2,2,flat,59 days ago,NPB-Rent-Synthetic,True,59,Kathmandu,Kathmandu,2,flat,0,0,0,1
"0BHK Commercial Rent in Lazimpat, Kathmandu, Kathmandu",https://nepalpropertybazaar.com/property/synthetic-302/,80000,"Lazimpat, Kathmandu-02, Kathmandu, Kathmandu Metropolitan City, Kathmandu, Bagmati Province, 14600, Nepal",0,1,commercial,26 days ago,NPB-Rent-Synthetic,True,26,Kathmandu,Kathmandu,0,commercial,0,0,0,0
"2BHK Flat Rent in Chunikhel, Budhanilkantha, Kathmandu",https://nepalpropertybazaar.com/property/synthetic-303/,24000,"Chunikhel, Budhanilkantha-13, Budhanilkantha, Budhanilkantha Municipality, Kathmandu, Bagmati Province, Nepal",2,1,flat,28 days ago,NPB-Rent-Synthetic,False,28,Kathmandu,Budhanilkantha,2,flat,0,0,1,1
"2BHK Flat Rent in Baneshwor Banquet, Saraswati Marg, Kathmandu",https://nepalpropertybazaar.com/property/synthetic-304/,34500,"Baneshwor Banquet, Saraswati Marg, Thapa Gaun, Buddha Nagar, Kathmandu-10, Kathmandu Metropolitan City, Kathmandu, Bagamati Province, 44617, Nepal",2,1,flat,19 days ago,NPB-Rent-Synthetic,True,19,Kathmandu,Saraswati Marg,2,flat,0,0,0,1
"1BHK Flat Rent in Basantapur Durbar Square, Makkhan Tol, Kathmandu",https://nepalpropertybazaar.com/property/synthetic-305/,12000,"Basantapur Durbar Square, Makkhan Tol, Yetkha, Kathmandu-24, Kathmandu Metropolitan City, Kathmandu, Bagamati Province, Nepal",1,1,flat,27 days ago,NPB-Rent-Synthetic,False,27,Kathmandu,Makkhan Tol,1,flat,0,0,0,1
"3BHK Flat Rent in Balkot, Balkot-Biruwa Road, Bhaktapur",https://nepalpropertybazaar.com/property/synthetic-306/,48000,"Balkot, Balkot-Biruwa Road, Suryabinayak-02, Sirutar, Suryabinayak Municipality, Bhaktapur, Bagamati Province, 44708, Nepal",3,1,flat,31 days ago,NPB-Rent-Synthetic,True,31,Bhaktapur,Balkot-Biruwa Road,3,flat,0,1,0,0
"1BHK Room Rent in Tokha, Tokha, Kathmandu",https://nepalpropertybazaar.com/property/synthetic-307/,7500,"Tokha, Tokha Municipality, Kathmandu, Bagamati Province, 44606, Nepal",1,1,room,22 days ago,NPB-Rent-Synthetic,True,22,Kathmandu,Tokha,1,room,0,0,0,0
"2BHK Flat Rent in Tokha, Tokha, Kathmandu",https://nepalpropertybazaar.com/property/synthetic-308/,38000,"Tokha, Tokha Municipality, Kathmandu, Bagamati Province, 44606, Nepal",2,1,flat,54 days ago,NPB-Rent-Synthetic,False,54,Kathmandu,Tokha,2,flat,0,0,0,0
"2BHK Flat Rent in Baneshwor Banquet, Saraswati Marg, Kathmandu",https://nepalpropertybazaar.com/property/synthetic-309/,25000,"Baneshwor Banquet, Saraswati Marg, Thapa Gaun, Buddha Nagar, Kathmandu-10, Kathmandu Metropolitan City, Kathmandu, Bagamati Province, 44617, Nepal",2,1,flat,52 days ago,NPB-Rent-Synthetic,False,52,Kathmandu,Saraswati Marg,2,flat,1,0,0,0
"1BHK Room Rent in Sankhamul Marg, Shankhamul Chok, Kathmandu",https://nepalpropertybazaar.com/property/synthetic-310/,9500,"Sankhamul Marg, Shankhamul Chok, Buddhnagar, Kathmandu-10, Kathmandu Metropolitan City, Kathmandu, Bagamati Province, 44617, Nepal",1,1,room,21 days ago,NPB-Rent-Synthetic,False,21,Kathmandu,Shankhamul Chok,1,room,1,0,0,1
"1BHK Room Rent in Kupondole, Lalitpur, Lalitpur",https://nepalpropertybazaar.com/property/synthetic-311/,7500,"Kupondole, Lalitpur-10, Lalitpur, Lalitpur Metropolitan City, Lalitpur, Bagamati Province, 00779, Nepal",1,1,room,6 days ago,NPB-Rent-Synthetic,False,6,Lalitpur,Lalitpur,1,room,1,0,0,0
"1BHK Flat Rent in Budhanilkantha, budhalinkantha main road, Kathmandu",https://nepalpropertybazaar.com/property/synthetic-312/,11000,"Budhanilkantha, budhalinkantha main road, Budhanilkantha-03, Budhanilkantha, Budhanilkantha Municipality, Kathmandu, Bagamati Province, 22644, Nepal",1,2,flat,48 days ago,NPB-Rent-Synthetic,True,48,Kathmandu,budhalinkantha main road,1,flat,1,0,1,0
"2BHK Commercial Rent in Purano Thimi- Naya Thimi, Inaya Tole, Bhaktapur",https://nepalpropertybazaar.com/property/synthetic-313/,57000,"Purano Thimi- Naya Thimi, Inaya Tole, Madhyapur Thimi-05, Inaya Tole, Madhyapur Thimi Municipality, Bhaktapur, Bagamati Province, 44811, Nepal",2,1,commercial,45 days ago,NPB-Rent-Synthetic,False,45,Bhaktapur,Inaya Tole,2,commercial,0,0,0,1
"4BHK Flat Rent in Baneshwor Banquet, Saraswati Marg, Kathmandu",https://nepalpropertybazaar.com/property/synthetic-314/,52000,"Baneshwor Banquet, Saraswati Marg, Thapa Gaun, Buddha Nagar, Kathmandu-10, Kathmandu Metropolitan City, Kathmandu, Bagamati Province, 44617, Nepal",4,2,flat,10 days ago,NPB-Rent-Synthetic,False,10,Kathmandu,Saraswati Marg,4,flat,0,0,0,0
"4BHK Flat Rent in Balkot, Balkot-Biruwa Road, Bhaktapur",https://nepalpropertybazaar.com/property/synthetic-315/,58000,"Balkot, Balkot-Biruwa Road, Suryabinayak-02, Sirutar, Suryabinayak Municipality, Bhaktapur, Bagamati Province, 44708, Nepal",4,1,flat,12 days ago,NPB-Rent-Synthetic,False,12,Bhaktapur,Balkot-Biruwa Road,4,flat,0,0,0,0
"2BHK Flat Rent in Lubhu, Mahalaxmi, Lalitpur",https://nepalpropertybazaar.com/property/synthetic-316/,28000,"Lubhu, Mahalaxmi-08, Mahalaxmi, Mahalaxmi Municipality, Lalitpur, Bagamati Province, 44708, Nepal",2,1,flat,8 days ago,NPB-Rent-Synthetic,False,8,Lalitpur,Mahalaxmi,2,flat,0,0,1,0
"1BHK Commercial Rent in Chabahil Futsal, Saraswati Nagar Marga, Kathmandu",https://nepalpropertybazaar.com/property/synthetic-317/,58000,"Chabahil Futsal, Saraswati Nagar Marga, Saraswati Nagar, Baudha, Kathmandu-07, Kathmandu, Kathmandu Metropolitan City, Kathmandu, Bagmati Province, 44602, Nepal",1,1,commercial,33 days ago,NPB-Rent-Synthetic,True,33,Kathmandu,Saraswati Nagar Marga,1,commercial,0,0,0,0
"2BHK Flat Rent in Lubhu, Mahalaxmi, Lalitpur",https://nepalpropertybazaar.com/property/synthetic-318/,25500,"Lubhu, Mahalaxmi-08, Mahalaxmi, Mahalaxmi Municipality, Lalitpur, Bagamati Province, 44708, Nepal",2,1,flat,32 days ago,NPB-Rent-Synthetic,False,32,Lalitpur,Mahalaxmi,2,flat,0,0,0,0
"2BHK Flat Rent in Dhungedhara, Kathmandu, Kathmandu",https://nepalpropertybazaar.com/property/synthetic-319/,20000,"Dhungedhara, Kathmandu-16, Kathmandu Metropolitan City, Kathmandu, Bagamati Province, 20356, Nepal",2,1,flat,19 days ago,NPB-Rent-Synthetic,False,19,Kathmandu,Kathmandu,2,flat,0,0,0,0
"2BHK Flat Rent in Dhapakhel, Lalitpur, Lalitpur",https://nepalpropertybazaar.com/property/synthetic-320/,29500,"Dhapakhel, Lalitpur-24, Lalitpur, Lalitpur Metropolitan City, Lalitpur, Bagmati Province, 41700, Nepal",2,1,flat,45 days ago,NPB-Rent-Synthetic,True,45,Lalitpur,Lalitpur,2,flat,0,0,0,0
"2BHK Flat Rent in Dhapakhel, Lalitpur, Lalitpur",https://nepalpropertybazaar.com/property/synthetic-321/,27500,"Dhapakhel, Lalitpur-24, Lalitpur, Lalitpur Metropolitan City, Lalitpur, Bagmati Province, 41700, Nepal",2,1,flat,35 days ago,NPB-Rent-Synthetic,True,35,Lalitpur,Lalitpur,2,flat,0,0,0,0
"1BHK Flat Rent in Baneshwor Banquet, Saraswati Marg, Kathmandu",https://nepalpropertybazaar.com/property/synthetic-322/,11500,"Baneshwor Banquet, Saraswati Marg, Thapa Gaun, Buddha Nagar, Kathmandu-10, Kathmandu Metropolitan City, Kathmandu, Bagamati Province, 44617, Nepal",1,1,flat,14 days ago,NPB-Rent-Synthetic,False,14,Kathmandu,Saraswati Marg,1,flat,1,0,1,0
"3BHK Commercial Rent in Lazimpat, Kathmandu, Kathmandu",https://nepalpropertybazaar.com/property/synthetic-323/,65500,"Lazimpat, Kathmandu-02, Kathmandu, Kathmandu Metropolitan City, Kathmandu, Bagmati Province, 14600, Nepal",3,1,commercial,5 days ago,NPB-Rent-Synthetic,True,5,Kathmandu,Kathmandu,3,commercial,0,0,1,1
"0BHK Commercial Rent in Sankhamul Marg, Shankhamul Chok, Kathmandu",https://nepalpropertybazaar.com/property/synthetic-324/,42500,"Sankhamul Marg, Shankhamul Chok, Buddhnagar, Kathmandu-10, Kathmandu Metropolitan City, Kathmandu, Bagamati Province, 44617, Nepal",0,2,commercial,23 days ago,NPB-Rent-Synthetic,True,23,Kathmandu,Shankhamul Chok,0,commercial,1,0,0,0
"3BHK Flat Rent in kapan->> jagadol road, Budhanilkantha, Kathmandu",https://nepalpropertybazaar.com/property/synthetic-325/,42000,"kapan->> jagadol road, Budhanilkantha-11, Budhanilkantha Municipality, Kathmandu, Bagamati Province, 21740, Nepal",3,1,flat,6 days ago,NPB-Rent-Synthetic,True,6,Kathmandu,Budhanilkantha,3,flat,0,0,1,0
"3BHK Flat Rent in Lazimpat, Kathmandu, Kathmandu",https://nepalpropertybazaar.com/property/synthetic-326/,36000,"Lazimpat, Kathmandu-02, Kathmandu, Kathmandu Metropolitan City, Kathmandu, Bagmati Province, 14600, Nepal",3,1,flat,18 days ago,NPB-Rent-Synthetic,False,18,Kathmandu,Kathmandu,3,flat,1,0,0,0
"2BHK Commercial Rent in Kupondole, Lalitpur, Lalitpur",https://nepalpropertybazaar.com/property/synthetic-327/,65500,"Kupondole, Lalitpur-10, Lalitpur, Lalitpur Metropolitan City, Lalitpur, Bagamati Province, 00779, Nepal",2,1,commercial,1 days ago,NPB-Rent-Synthetic,True,1,Lalitpur,Lalitpur,2,commercial,1,0,0,0
"1BHK Flat Rent in Jhamsikhel, Dhobighat, Lalitpur",https://nepalpropertybazaar.com/property/synthetic-328/,17000,"Jhamsikhel, Dhobighat, Lalitpur-03, Lalitpur, Lalitpur Metropolitan City, Lalitpur, Bagmati Province, 44690, Nepal",1,1,flat,22 days ago,NPB-Rent-Synthetic,False,22,Lalitpur,Dhobighat,1,flat,0,0,0,1
"2BHK Flat Rent in Balkot, Balkot-Biruwa Road, Bhaktapur",https://nepalpropertybazaar.com/property/synthetic-329/,22500,"Balkot, Balkot-Biruwa Road, Suryabinayak-02, Sirutar, Suryabinayak Municipality, Bhaktapur, Bagamati Province, 44708, Nepal",2,1,flat,2 days ago,NPB-Rent-Synthetic,False,2,Bhaktapur,Balkot-Biruwa Road,2,flat,0,0,0,0
"3BHK Commercial Rent in Bagdol, Basnetgaun, Lalitpur",https://nepalpropertybazaar.com/property/synthetic-330/,43000,"Bagdol, Basnetgaun, Lalitpur-04, Lalitpur, Lalitpur Metropolitan City, Lalitpur, Bagamati Province, 40000, Nepal",3,1,commercial,12 days ago,NPB-Rent-Synthetic,False,12,Lalitpur,Basnetgaun,3,commercial,1,0,0,1
"2BHK Commercial Rent in Buddhanilkantha Bus Stop, Golfutar Main Road, Kathmandu",https://nepalpropertybazaar.com/property/synthetic-331/,35000,"Buddhanilkantha Bus Stop, Golfutar Main Road, Budhanilkantha-03, Budhanilkantha, Budhanilkantha Municipality, Kathmandu, Bagamati Province, 22644, Nepal",2,1,commercial,20 days ago,NPB-Rent-Synthetic,False,20,Kathmandu,Golfutar Main Road,2,commercial,0,0,0,0
"3BHK Commercial Rent in Budhanilkantha, budhalinkantha main road, Kathmandu",https://nepalpropertybazaar.com/property/synthetic-332/,57000,"Budhanilkantha, budhalinkantha main road, Budhanilkantha-03, Budhanilkantha, Budhanilkantha Municipality, Kathmandu, Bagamati Province, 22644, Nepal",3,1,commercial,22 days ago,NPB-Rent-Synthetic,False,22,Kathmandu,budhalinkantha main road,3,commercial,1,0,0,0
"1BHK Room Rent in Lubhu, Mahalaxmi, Lalitpur",https://nepalpropertybazaar.com/property/synthetic-333/,10500,"Lubhu, Mahalaxmi-08, Mahalaxmi, Mahalaxmi Municipality, Lalitpur, Bagamati Province, 44708, Nepal",1,1,room,24 days ago,NPB-Rent-Synthetic,True,24,Lalitpur,Mahalaxmi,1,room,0,1,0,0
"3BHK Flat Rent in Dhungedhara, Kathmandu, Kathmandu",https://nepalpropertybazaar.com/property/synthetic-334/,31500,"Dhungedhara, Kathmandu-16, Kathmandu Metropolitan City, Kathmandu, Bagamati Province, 20356, Nepal",3,1,flat,6 days ago,NPB-Rent-Synthetic,True,6,Kathmandu,Kathmandu,3,flat,0,0,0,1
"2BHK Flat Rent in Jhamsikhel, Dhobighat, Lalitpur",https://nepalpropertybazaar.com/property/synthetic-335/,23500,"Jhamsikhel, Dhobighat, Lalitpur-03, Lalitpur, Lalitpur Metropolitan City, Lalitpur, Bagmati Province, 44690, Nepal",2,1,flat,48 days ago,NPB-Rent-Synthetic,False,48,Lalitpur,Dhobighat,2,flat,0,1,0,0
"3BHK Flat Rent in Sankhamul Marg, Shankhamul Chok, Kathmandu",https://nepalpropertybazaar.com/property/synthetic-336/,44000,"Sankhamul Marg, Shankhamul Chok, Buddhnagar, Kathmandu-10, Kathmandu Metropolitan City, Kathmandu, Bagamati Province, 44617, Nepal",3,2,flat,7 days ago,NPB-Rent-Synthetic,False,7,Kathmandu,Shankhamul Chok,3,flat,0,0,0,0
"2BHK Flat Rent in Basantapur Durbar Square, Makkhan Tol, Kathmandu",https://nepalpropertybazaar.com/property/synthetic-337/,19500,"Basantapur Durbar Square, Makkhan Tol, Yetkha, Kathmandu-24, Kathmandu Metropolitan City, Kathmandu, Bagamati Province, Nepal",2,2,flat,19 days ago,NPB-Rent-Synthetic,True,19,Kathmandu,Makkhan Tol,2,flat,0,0,1,1
"3BHK Flat Rent in Purano Thimi- Naya Thimi, Inaya Tole, Bhaktapur",https://nepalpropertybazaar.com/property/synthetic-338/,37500,"Purano Thimi- Naya Thimi, Inaya Tole, Madhyapur Thimi-05, Inaya Tole, Madhyapur Thimi Municipality, Bhaktapur, Bagamati Province, 44811, Nepal",3,1,flat,25 days ago,NPB-Rent-Synthetic,True,25,Bhaktapur,Inaya Tole,3,flat,0,0,0,0
"3BHK Flat Rent in Satdobato, Tutepani, Lalitpur",https://nepalpropertybazaar.com/property/synthetic-339/,41500,"Satdobato, Tutepani, Lalitpur-15, Lalitpur, Lalitpur Metropolitan City, Lalitpur, Bagamati Province, 44702, Nepal",3,2,flat,20 days ago,NPB-Rent-Synthetic,False,20,Lalitpur,Tutepani,3,flat,0,0,0,0
"3BHK Commercial Rent in Ekantakuna, Lalitpur, Lalitpur",https://nepalpropertybazaar.com/property/synthetic-340/,33500,"Ekantakuna, Lalitpur-13, Lalitpur, Lalitpur Metropolitan City, Lalitpur, Bagamati Province, 40000, Nepal",3,1,commercial,44 days ago,NPB-Rent-Synthetic,True,44,Lalitpur,Lalitpur,3,commercial,1,0,1,0
"2BHK Commercial Rent in Mahankal, Mahankal Road, Kathmandu",https://nepalpropertybazaar.com/property/synthetic-341/,74500,"Mahankal, Mahankal Road, Pani Tanki, Baudha, Kathmandu-06, Kathmandu Metropolitan City, Kathmandu, Bagamati Province, 44602, Nepal",2,1,commercial,32 days ago,NPB-Rent-Synthetic,True,32,Kathmandu,Mahankal Road,2,commercial,1,0,0,1
"3BHK Flat Rent in kausaltar, Araniko Highway, Bhaktapur",https://nepalpropertybazaar.com/property/synthetic-342/,38000,"kausaltar, Araniko Highway, sachet marga tole, Kaushaltar, Madhyapur Thimi-02, Madhyapur Thimi, Madhyapur Thimi Municipality, Bhaktapur, Bagamati Province, 44810, Nepal",3,2,flat,8 days ago,NPB-Rent-Synthetic,False,8,Bhaktapur,Araniko Highway,3,flat,0,0,0,0
"2BHK Flat Rent in Basantapur Durbar Square, Makkhan Tol, Kathmandu",https://nepalpropertybazaar.com/property/synthetic-343/,37500,"Basantapur Durbar Square, Makkhan Tol, Yetkha, Kathmandu-24, Kathmandu Metropolitan City, Kathmandu, Bagamati Province, Nepal",2,1,flat,12 days ago,NPB-Rent-Synthetic,True,12,Kathmandu,Makkhan Tol,2,flat,0,0,0,0
"2BHK Commercial Rent in Basantapur Durbar Square, Makkhan Tol, Kathmandu",https://nepalpropertybazaar.com/property/synthetic-344/,34000,"Basantapur Durbar Square, Makkhan Tol, Yetkha, Kathmandu-24, Kathmandu Metropolitan City, Kathmandu, Bagamati Province, Nepal",2,1,commercial,6 days ago,NPB-Rent-Synthetic,False,6,Kathmandu,Makkhan Tol,2,commercial,0,0,1,0
"2BHK Flat Rent in Dhungedhara, Kathmandu, Kathmandu",https://nepalpropertybazaar.com/property/synthetic-345/,27500,"Dhungedhara, Kathmandu-16, Kathmandu Metropolitan City, Kathmandu, Bagamati Province, 20356, Nepal",2,2,flat,48 days ago,NPB-Rent-Synthetic,True,48,Kathmandu,Kathmandu,2,flat,0,0,1,0
"1BHK Flat Rent in kausaltar, Araniko Highway, Bhaktapur",https://nepalpropertybazaar.com/property/synthetic-346/,15000,"kausaltar, Araniko Highway, sachet marga tole, Kaushaltar, Madhyapur Thimi-02, Madhyapur Thimi, Madhyapur Thimi Municipality, Bhaktapur, Bagamati Province, 44810, Nepal",1,1,flat,47 days ago,NPB-Rent-Synthetic,False,47,Bhaktapur,Araniko Highway,1,flat,0,0,0,0
"2BHK Flat Rent in Micro bus station, Araniko Highway, Bhaktapur",https://nepalpropertybazaar.com/property/synthetic-347/,20000,"Micro bus station, Araniko Highway, Balkumari, Madhyapur Thimi-04, Madhyapur Thimi, Madhyapur Thimi Municipality, Bhaktapur, Bagamati Province, 44811, Nepal",2,1,flat,13 days ago,NPB-Rent-Synthetic,False,13,Bhaktapur,Araniko Highway,2,flat,0,0,0,1
"1BHK Room Rent in Patan, Lalitpur, Lalitpur",https://nepalpropertybazaar.com/property/synthetic-348/,7000,"Patan, Lalitpur-16, Lalitpur, Lalitpur Metropolitan City, Lalitpur, Bagamati Province, 44707, Nepal",1,1,room,Today,NPB-Rent-Synthetic,False,0,Lalitpur,Lalitpur,1,room,0,0,0,0
"2BHK Flat Rent in Purano Thimi- Naya Thimi, Inaya Tole, Bhaktapur",https://nepalpropertybazaar.com/property/synthetic-349/,35000,"Purano Thimi- Naya Thimi, Inaya Tole, Madhyapur Thimi-05, Inaya Tole, Madhyapur Thimi Municipality, Bhaktapur, Bagamati Province, 44811, Nepal",2,2,flat,9 days ago,NPB-Rent-Synthetic,False,9,Bhaktapur,Inaya Tole,2,flat,0,0,0,0
"2BHK Commercial Rent in Lubhu, Mahalaxmi, Lalitpur",https://nepalpropertybazaar.com/property/synthetic-350/,74500,"Lubhu, Mahalaxmi-08, Mahalaxmi, Mahalaxmi Municipality, Lalitpur, Bagamati Province, 44708, Nepal",2,1,commercial,14 days ago,NPB-Rent-Synthetic,False,14,Lalitpur,Mahalaxmi,2,commercial,0,0,1,0
"2BHK Flat Rent in Dhungedhara, Kathmandu, Kathmandu",https://nepalpropertybazaar.com/property/synthetic-351/,32500,"Dhungedhara, Kathmandu-16, Kathmandu Metropolitan City, Kathmandu, Bagamati Province, 20356, Nepal",2,1,flat,8 days ago,NPB-Rent-Synthetic,True,8,Kathmandu,Kathmandu,2,flat,0,0,0,0
"1BHK Flat Rent in Budhanilkantha, budhalinkantha main road, Kathmandu",https://nepalpropertybazaar.com/property/synthetic-352/,24000,"Budhanilkantha, budhalinkantha main road, Budhanilkantha-03, Budhanilkantha, Budhanilkantha Municipality, Kathmandu, Bagamati Province, 22644, Nepal",1,2,flat,15 days ago,NPB-Rent-Synthetic,False,15,Kathmandu,budhalinkantha main road,1,flat,0,0,0,0
"1BHK Room Rent in Chabahil Futsal, Saraswati Nagar Marga, Kathmandu",https://nepalpropertybazaar.com/property/synthetic-353/,5000,"Chabahil Futsal, Saraswati Nagar Marga, Saraswati Nagar, Baudha, Kathmandu-07, Kathmandu, Kathmandu Metropolitan City, Kathmandu, Bagmati Province, 44602, Nepal",1,1,room,42 days ago,NPB-Rent-Synthetic,False,42,Kathmandu,Saraswati Nagar Marga,1,room,0,0,0,0
"2BHK Flat Rent in Bagdol, Basnetgaun, Lalitpur",https://nepalpropertybazaar.com/property/synthetic-354/,21500,"Bagdol, Basnetgaun, Lalitpur-04, Lalitpur, Lalitpur Metropolitan City, Lalitpur, Bagamati Province, 40000, Nepal",2,2,flat,10 days ago,NPB-Rent-Synthetic,False,10,Lalitpur,Basnetgaun,2,flat,0,0,0,1
"3BHK Flat Rent in Dhungedhara, Kathmandu, Kathmandu",https://nepalpropertybazaar.com/property/synthetic-355/,49500,"Dhungedhara, Kathmandu-16, Kathmandu Metropolitan City, Kathmandu, Bagamati Province, 20356, Nepal",3,2,flat,54 days ago,NPB-Rent-Synthetic,False,54,Kathmandu,Kathmandu,3,flat,0,0,0,0
"3BHK Commercial Rent in Dhungedhara, Kathmandu, Kathmandu",https://nepalpropertybazaar.com/property/synthetic-356/,42000,"Dhungedhara, Kathmandu-16, Kathmandu Metropolitan City, Kathmandu, Bagamati Province, 20356, Nepal",3,2,commercial,38 days ago,NPB-Rent-Synthetic,False,38,Kathmandu,Kathmandu,3,commercial,0,0,0,0
"3BHK Flat Rent in Dhapakhel, Lalitpur, Lalitpur",https://nepalpropertybazaar.com/property/synthetic-357/,48500,"Dhapakhel, Lalitpur-24, Lalitpur, Lalitpur Metropolitan City, Lalitpur, Bagmati Province, 41700, Nepal",3,2,flat,15 days ago,NPB-Rent-Synthetic,False,15,Lalitpur,Lalitpur,3,flat,1,0,1,0
